,accession,deepwalk_embedding
18828,Q9R1T5,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
30303,Q91XE4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
15906,A0QWG5,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
12461,P56544,"[ 1.09888338e-01 -5.78133278e-02 -1.73898906e-01  1.46109909e-01
  1.23179771e-01  2.66196251e-01 -1.23630650e-01 -1.07538626e-02
  4.35748428e-01 -2.00479284e-01  8.44579935e-02  5.31293042e-02
 -1.56414598e-01 -9.95202884e-02  2.15837762e-01  2.11721987e-01
  2.26643756e-01  2.55571038e-01  2.92418122e-01  6.06234260e-02
  1.56188950e-01  2.63850857e-02  1.93926215e-01 -9.00992081e-02
  2.16887761e-02 -2.65522748e-01 -2.98950132e-02 -2.28919163e-01
  8.00611377e-02 -1.23023011e-01  3.04711640e-01 -1.58067286e-01
 -1.24911755e-01 -7.60336667e-02  3.28825176e-01 -2.10576057e-01
  2.87976295e-01  4.01458979e-01  2.15621829e-01  7.04597086e-02
 -2.50846237e-01 -1.21981561e-01 -2.72584260e-01  1.50591135e-01
  1.00175282e-02  2.59672906e-02  2.56790340e-01  3.47472340e-01
  8.91473368e-02  3.34312171e-02 -4.20582443e-02 -1.68423042e-01
 -5.77504635e-02  1.34186596e-01  1.97644740e-01 -1.22410730e-01
 -1.80359813e-04  2.39393383e-01  1.71202913e-01 -2.69707680e-01
 -1.48781587e-03  1.33678839e-01 -1.34598076e-01 -6.63142884e-03
  5.67191802e-02  1.95381775e-01 -2.22136497e-01  2.25296631e-01
 -1.36632606e-01  2.22893193e-01  4.65068705e-02  1.90894112e-01
 -4.19197269e-02  1.96556732e-01 -1.60787359e-01 -2.29512528e-01
 -5.55339828e-02 -1.09734580e-01  1.23198301e-01  1.29193962e-01
  2.68189222e-01 -4.91407141e-02 -1.70024499e-01 -7.21522048e-02
  1.81916356e-01  1.34084895e-01  1.61189318e-01  1.85327053e-01
 -5.14127053e-02  1.08484104e-01 -3.42500359e-01  6.82786554e-02
 -1.18263252e-01 -6.59322888e-02  1.76386029e-01  3.25364284e-02
  8.14353451e-02 -4.25080247e-02 -2.33736604e-01 -1.73950627e-01
 -1.47098526e-01 -6.76811486e-02 -1.21705413e-01 -1.41101196e-01
  4.06430811e-02 -1.44615889e-01 -1.02623135e-01  2.35692710e-02
 -4.11068238e-02  7.24011138e-02  2.46076882e-01 -1.11379601e-01
 -2.20457148e-02  2.08106965e-01  5.32673486e-02 -1.27415314e-01
  1.20552577e-01  3.58125776e-01 -7.18571693e-02 -1.28316339e-02
  1.05119169e-01 -2.75731444e-01  3.95146348e-02 -1.38232723e-01
  9.79695022e-02  1.30853886e-02 -9.20922204e-04  3.31568986e-01]"
6732,P07311,"[ 1.51431054e-01 -4.56431620e-02 -9.73573178e-02  1.54932275e-01
  1.46851406e-01  3.01776826e-01 -1.24097615e-01  1.62407160e-02
  4.49637711e-01 -1.28635526e-01  1.23024158e-01  6.21449873e-02
 -1.50005445e-01 -1.35857075e-01  3.37559909e-01  1.80673838e-01
  2.01208577e-01  3.06871593e-01  2.81218767e-01  6.95125386e-02
  9.18185562e-02  6.89166635e-02  2.34477326e-01 -1.51906013e-01
 -2.24821083e-02 -2.96530694e-01  1.05586208e-01 -3.00998807e-01
  1.49585783e-01 -1.35327682e-01  2.84662247e-01 -2.72853583e-01
 -7.03382567e-02 -9.63806361e-02  3.21475327e-01 -2.28737086e-01
  3.02319050e-01  3.68356764e-01  3.57464820e-01  5.98542728e-02
 -2.69607931e-01 -1.81479990e-01 -3.66847962e-01  1.74200088e-01
  3.42231318e-02 -6.08059764e-02  2.54909873e-01  3.08560401e-01
  4.49514911e-02  1.24725819e-01 -1.01414688e-01 -1.29188240e-01
 -6.04370944e-02  7.80312493e-02  2.38240987e-01 -1.43859923e-01
  2.38043116e-03  3.12157243e-01  1.33388534e-01 -3.39101940e-01
  9.86608118e-03  2.52011061e-01 -2.09290072e-01  4.32213536e-04
 -6.34017983e-04  2.02635497e-01 -2.14386329e-01  2.04004914e-01
 -7.34003708e-02  3.23875546e-01  1.03772223e-01  3.06044817e-01
 -8.64152536e-02  1.40707642e-01 -1.87417313e-01 -1.23470567e-01
 -1.13705285e-01 -1.54198885e-01  1.58100188e-01  9.81753767e-02
  2.35191956e-01 -6.41025603e-02 -2.11152062e-01 -1.40618905e-01
  1.18084379e-01  1.26863286e-01  2.27197841e-01  2.48043329e-01
 -5.57459705e-02  8.00245255e-02 -3.61048371e-01  8.77079144e-02
 -1.47368461e-01 -1.03937551e-01  8.88089091e-02 -5.06898202e-02
  1.54768795e-01 -8.32892209e-02 -2.76043206e-01 -2.57410228e-01
 -2.57105410e-01 -9.55472067e-02 -1.14208169e-01 -1.54449373e-01
  3.16427015e-02 -2.32036099e-01 -1.04637325e-01  2.10521352e-02
 -1.30094841e-01  7.03748763e-02  2.08193645e-01 -9.25424024e-02
  1.58562623e-02  2.91901499e-01  5.93707971e-02 -1.36642948e-01
  1.62523359e-01  3.50704968e-01 -4.13428098e-02  1.00003466e-01
  1.42867431e-01 -4.56754655e-01  8.82297754e-02 -2.11363629e-01
  1.77465498e-01 -2.37456355e-02 -2.17261203e-02  2.58008689e-01]"
3182,Q9VF36,"[ 0.10998279 -0.05781181 -0.1744094   0.14646702  0.12332626  0.26697558
 -0.12391203 -0.01053041  0.43683994 -0.20098221  0.08440889  0.05332412
 -0.15741815 -0.09964176  0.21601745  0.21250074  0.22739409  0.25591722
  0.29275605  0.06054534  0.15657994  0.02594463  0.1941939  -0.09021731
  0.02190971 -0.26633242 -0.03044364 -0.22943762  0.080615   -0.12334339
  0.30573806 -0.15833801 -0.12457193 -0.07622671  0.32820666 -0.21058823
  0.28712487  0.4004361   0.21492158  0.07068459 -0.25021082 -0.12179799
 -0.27186388  0.15025678  0.00991907  0.02605673  0.25608602  0.34689113
  0.08931481  0.03319015 -0.04206676 -0.16792957 -0.05752243  0.13438065
  0.19751143 -0.12227955 -0.00064121  0.23907952  0.17136942 -0.26969066
 -0.00114468  0.13331696 -0.13469024 -0.0069496   0.0566575   0.19541612
 -0.2219425   0.22546197 -0.13685386  0.2227022   0.04665085  0.1905855
 -0.04159226  0.19665787 -0.16070297 -0.22962914 -0.0552045  -0.10950575
  0.12307692  0.12935898  0.26811814 -0.04901243 -0.16994786 -0.07183118
  0.18161212  0.13425937  0.16115989  0.18510398 -0.0514489   0.10854015
 -0.34211373  0.0681785  -0.11812844 -0.06556979  0.1762736   0.03251454
  0.0816853  -0.04237474 -0.2333216  -0.1738354  -0.14693844 -0.06767466
 -0.12154389 -0.1409656   0.04006589 -0.14441119 -0.1025115   0.02389522
 -0.04145219  0.07276545  0.246233   -0.11098691 -0.02206876  0.20789245
  0.05290957 -0.12744118  0.12039921  0.3579882  -0.07182443 -0.01300887
  0.10526884 -0.2755452   0.03889542 -0.1379091   0.09773796  0.01274015
 -0.00081558  0.33161604]"
27868,P14621,"[ 1.48162127e-01 -4.49148342e-02 -9.53007117e-02  1.51337743e-01
  1.44195393e-01  2.95301348e-01 -1.21734314e-01  1.58717372e-02
  4.45512474e-01 -1.27891630e-01  1.21628284e-01  6.14613332e-02
 -1.48463190e-01 -1.34497017e-01  3.34938526e-01  1.79212019e-01
  2.00291663e-01  3.05247128e-01  2.79649585e-01  6.88561946e-02
  9.15283561e-02  6.82285652e-02  2.33257636e-01 -1.50975883e-01
 -2.20264066e-02 -2.94979811e-01  1.05352275e-01 -2.98976511e-01
  1.49270266e-01 -1.34604380e-01  2.83410490e-01 -2.71649033e-01
 -7.06470385e-02 -9.66703370e-02  3.23250622e-01 -2.29568243e-01
  3.03570628e-01  3.70287955e-01  3.59187663e-01  6.02059923e-02
 -2.70995021e-01 -1.82356253e-01 -3.69017750e-01  1.75593451e-01
  3.42646725e-02 -6.07205518e-02  2.56490380e-01  3.10999334e-01
  4.55774367e-02  1.25552669e-01 -1.02290943e-01 -1.30512774e-01
 -6.07577898e-02  7.91294351e-02  2.40657941e-01 -1.44967690e-01
  2.06592167e-03  3.15083861e-01  1.35047033e-01 -3.42084408e-01
  1.01853227e-02  2.53883630e-01 -2.10647553e-01  2.78906344e-04
 -4.78845759e-04  2.01609477e-01 -2.12974340e-01  2.02775195e-01
 -7.33643770e-02  3.22201014e-01  1.03486195e-01  3.04367274e-01
 -8.55747163e-02  1.38878182e-01 -1.84815347e-01 -1.22083761e-01
 -1.12683557e-01 -1.52912408e-01  1.56177089e-01  9.76057649e-02
  2.31113791e-01 -6.30352125e-02 -2.07430467e-01 -1.38161123e-01
  1.16656721e-01  1.25186577e-01  2.23441735e-01  2.44140908e-01
 -5.52537516e-02  7.86935389e-02 -3.55915546e-01  8.65705609e-02
 -1.46146655e-01 -1.03010334e-01  8.81162211e-02 -4.99879532e-02
  1.50159106e-01 -8.10922459e-02 -2.68586308e-01 -2.50222981e-01
 -2.50228107e-01 -9.32004154e-02 -1.11511633e-01 -1.49973616e-01
  3.13263871e-02 -2.28868201e-01 -1.03663668e-01  2.06560008e-02
 -1.28466949e-01  6.94418326e-02  2.05945820e-01 -9.15786624e-02
  1.53384395e-02  2.88527489e-01  5.86099401e-02 -1.35094687e-01
  1.60897866e-01  3.46489280e-01 -4.12574410e-02  9.87899378e-02
  1.41076878e-01 -4.50505227e-01  8.68186057e-02 -2.08718345e-01
  1.74072489e-01 -2.27891617e-02 -2.18063518e-02  2.53964156e-01]"
7604,P0AB65,"[ 1.08864546e-01 -5.70463762e-02 -1.71834409e-01  1.44449115e-01
  1.21647343e-01  2.63178051e-01 -1.21771261e-01 -1.05364202e-02
  4.30652231e-01 -1.98055416e-01  8.31601992e-02  5.21478318e-02
 -1.54917479e-01 -9.82192308e-02  2.13409647e-01  2.09804788e-01
  2.24693716e-01  2.52913594e-01  2.88959324e-01  6.00037575e-02
  1.55193046e-01  2.59187166e-02  1.92874223e-01 -8.98085982e-02
  2.16643140e-02 -2.63663471e-01 -2.96767093e-02 -2.27434218e-01
  7.96360523e-02 -1.22041456e-01  3.02826196e-01 -1.56887576e-01
 -1.24743834e-01 -7.59063065e-02  3.29057246e-01 -2.11086884e-01
  2.87680149e-01  4.00880754e-01  2.15344459e-01  7.05456138e-02
 -2.50547707e-01 -1.22070089e-01 -2.72341281e-01  1.50530338e-01
  9.85824503e-03  2.57819388e-02  2.56811917e-01  3.47413152e-01
  8.91637057e-02  3.32545489e-02 -4.22029048e-02 -1.68110296e-01
 -5.77355064e-02  1.34447530e-01  1.97998136e-01 -1.22389838e-01
 -4.28681495e-04  2.39275679e-01  1.71207309e-01 -2.70096600e-01
 -1.52021868e-03  1.33911699e-01 -1.35075077e-01 -6.67610299e-03
  5.73995821e-02  1.97493672e-01 -2.24120453e-01  2.27902934e-01
 -1.38241634e-01  2.25115687e-01  4.71530743e-02  1.93088949e-01
 -4.21701074e-02  1.98566824e-01 -1.62183926e-01 -2.31759116e-01
 -5.57721108e-02 -1.10645354e-01  1.24597274e-01  1.30677164e-01
  2.68481463e-01 -4.91369739e-02 -1.70245871e-01 -7.21286312e-02
  1.82249203e-01  1.34632111e-01  1.61597043e-01  1.86183810e-01
 -5.14322370e-02  1.08732954e-01 -3.43232274e-01  6.83949143e-02
 -1.18638963e-01 -6.58336729e-02  1.77152529e-01  3.23027484e-02
  8.19692537e-02 -4.26256657e-02 -2.34513253e-01 -1.74852937e-01
 -1.47815615e-01 -6.78588673e-02 -1.21917605e-01 -1.41351864e-01
  4.07077186e-02 -1.45382151e-01 -1.03016846e-01  2.39020027e-02
 -4.14000265e-02  7.30145425e-02  2.46896952e-01 -1.11744247e-01
 -2.20745970e-02  2.09440127e-01  5.33938222e-02 -1.28099903e-01
  1.21287011e-01  3.60193104e-01 -7.22586215e-02 -1.26622599e-02
  1.05945885e-01 -2.77383119e-01  3.97502854e-02 -1.39197439e-01
  9.83026400e-02  1.29077667e-02 -1.01769879e-03  3.33636791e-01]"
22417,O14672,"[ 1.48890421e-01 -4.49439920e-02 -9.57622230e-02  1.52064115e-01
  1.44654572e-01  2.96417683e-01 -1.21946096e-01  1.60159431e-02
  4.47101921e-01 -1.28244743e-01  1.22109115e-01  6.16353787e-02
 -1.49040431e-01 -1.34894431e-01  3.35674018e-01  1.79623678e-01
  2.00274602e-01  3.05503279e-01  2.79896528e-01  6.89792112e-02
  9.14499462e-02  6.83685690e-02  2.33450264e-01 -1.51120812e-01
 -2.20625009e-02 -2.95075476e-01  1.05268478e-01 -2.99300551e-01
  1.49177387e-01 -1.34917870e-01  2.83540577e-01 -2.71880716e-01
 -7.07846284e-02 -9.68938842e-02  3.24097812e-01 -2.30425701e-01
  3.04362237e-01  3.71268183e-01  3.60195458e-01  6.00960888e-02
 -2.71971434e-01 -1.83005095e-01 -3.70223403e-01  1.75960764e-01
  3.43722627e-02 -6.10963106e-02  2.57058710e-01  3.11564088e-01
  4.54248786e-02  1.25252903e-01 -1.02048151e-01 -1.30094931e-01
 -6.06581718e-02  7.87271485e-02  2.39823371e-01 -1.44680738e-01
  2.25954014e-03  3.14009845e-01  1.34297028e-01 -3.41235548e-01
  1.02698179e-02  2.55383253e-01 -2.12149933e-01  2.92790442e-04
 -3.15977901e-04  2.00988889e-01 -2.12227061e-01  2.02092037e-01
 -7.29825422e-02  3.20926189e-01  1.03035025e-01  3.03276271e-01
 -8.51169527e-02  1.38421819e-01 -1.84240505e-01 -1.21701539e-01
 -1.12185717e-01 -1.52149990e-01  1.55755699e-01  9.72429067e-02
  2.32334524e-01 -6.32158965e-02 -2.08567277e-01 -1.38926953e-01
  1.16902433e-01  1.25572801e-01  2.24559978e-01  2.45176911e-01
 -5.52488975e-02  7.88442120e-02 -3.56789201e-01  8.68172273e-02
 -1.45583779e-01 -1.02612026e-01  8.79008844e-02 -4.98992614e-02
  1.50079608e-01 -8.08698758e-02 -2.67892450e-01 -2.49644145e-01
 -2.49677241e-01 -9.29271728e-02 -1.11219652e-01 -1.49605557e-01
  3.11000291e-02 -2.28209525e-01 -1.03193611e-01  2.06300616e-02
 -1.27992228e-01  6.93003461e-02  2.05156431e-01 -9.11184475e-02
  1.54402815e-02  2.87365377e-01  5.85224591e-02 -1.34500191e-01
  1.60076678e-01  3.45143706e-01 -4.10113446e-02  9.82723609e-02
  1.40617087e-01 -4.49317127e-01  8.66336748e-02 -2.08085582e-01
  1.74366593e-01 -2.30290983e-02 -2.16139033e-02  2.53953308e-01]"
5754,O35598,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
26267,Q10743,"[ 1.47878930e-01 -4.48236316e-02 -9.54284072e-02  1.50502726e-01
  1.44540682e-01  2.95644492e-01 -1.22766003e-01  1.58356875e-02
  4.45108414e-01 -1.27780542e-01  1.21264227e-01  6.18808530e-02
 -1.48273274e-01 -1.33925959e-01  3.33633602e-01  1.79640919e-01
  2.00192600e-01  3.04266781e-01  2.78486669e-01  6.83801100e-02
  9.11654308e-02  6.73791468e-02  2.32434705e-01 -1.49982542e-01
 -2.20497958e-02 -2.94355124e-01  1.05432071e-01 -2.98334390e-01
  1.49714008e-01 -1.34355098e-01  2.83163816e-01 -2.70527154e-01
 -7.07416609e-02 -9.70610157e-02  3.23475957e-01 -2.29440957e-01
  3.03285569e-01  3.71294171e-01  3.59384954e-01  6.10653423e-02
 -2.70310938e-01 -1.82562888e-01 -3.69463921e-01  1.76151156e-01
  3.36619765e-02 -5.95923178e-02  2.55691200e-01  3.11640948e-01
  4.67104875e-02  1.25432268e-01 -1.02378294e-01 -1.29563928e-01
 -6.04266226e-02  8.00551251e-02  2.40654245e-01 -1.44849703e-01
  1.35399739e-03  3.14976960e-01  1.35864958e-01 -3.42229903e-01
  1.05717974e-02  2.53770769e-01 -2.09716827e-01 -6.07990893e-04
 -4.14680922e-04  2.00992107e-01 -2.11874843e-01  2.02242732e-01
 -7.34759569e-02  3.20986360e-01  1.03411146e-01  3.02249104e-01
 -8.57810602e-02  1.38158321e-01 -1.84416875e-01 -1.22041561e-01
 -1.12260200e-01 -1.53071553e-01  1.55376002e-01  9.78454277e-02
  2.32087046e-01 -6.34747297e-02 -2.08082825e-01 -1.38382107e-01
  1.17892161e-01  1.27129555e-01  2.25200385e-01  2.46140495e-01
 -5.61062284e-02  7.92394653e-02 -3.57703000e-01  8.67280513e-02
 -1.45135462e-01 -1.02817096e-01  8.84663165e-02 -4.96863760e-02
  1.49992377e-01 -8.05892348e-02 -2.68523961e-01 -2.50139624e-01
 -2.49690264e-01 -9.34312120e-02 -1.11624114e-01 -1.49209917e-01
  3.08390502e-02 -2.28698283e-01 -1.04368031e-01  2.07507294e-02
 -1.29159257e-01  6.97262362e-02  2.06557617e-01 -9.14517790e-02
  1.53451068e-02  2.88223654e-01  5.77933230e-02 -1.34726733e-01
  1.60796508e-01  3.46008211e-01 -4.15779911e-02  9.83384997e-02
  1.41540676e-01 -4.50236440e-01  8.59810337e-02 -2.08643913e-01
  1.74787238e-01 -2.23351773e-02 -2.22371481e-02  2.55269557e-01]"
30684,O75078,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
2188,O43184,"[ 1.48248687e-01 -4.47279513e-02 -9.55723971e-02  1.51683062e-01
  1.43793136e-01  2.95443147e-01 -1.21239319e-01  1.58574842e-02
  4.47488844e-01 -1.28214583e-01  1.22343019e-01  6.18033521e-02
 -1.49329424e-01 -1.35215551e-01  3.36048394e-01  1.79985240e-01
  2.00673357e-01  3.06195676e-01  2.80659020e-01  6.91991746e-02
  9.17231292e-02  6.87297657e-02  2.33994901e-01 -1.51456788e-01
 -2.22809482e-02 -2.95809269e-01  1.05289713e-01 -3.00128877e-01
  1.49321243e-01 -1.35245427e-01  2.84309536e-01 -2.72585243e-01
 -7.22358227e-02 -9.90883783e-02  3.30463529e-01 -2.35137314e-01
  3.06542248e-01  3.73452812e-01  3.62440377e-01  6.06637523e-02
 -2.72163510e-01 -1.83187976e-01 -3.70342612e-01  1.75818652e-01
  3.45257074e-02 -6.13725744e-02  2.57440627e-01  3.11544716e-01
  4.55600470e-02  1.26353100e-01 -1.02785073e-01 -1.31048322e-01
 -6.12130947e-02  7.90554583e-02  2.41444185e-01 -1.45782024e-01
  2.39945250e-03  3.16167891e-01  1.35148451e-01 -3.43562543e-01
  1.00270463e-02  2.55004764e-01 -2.11890563e-01  4.10347478e-04
 -5.45846007e-04  2.01926127e-01 -2.13552371e-01  2.03173459e-01
 -7.32384175e-02  3.22521836e-01  1.03328392e-01  3.04809064e-01
 -8.54668766e-02  1.39324978e-01 -1.85465276e-01 -1.22326136e-01
 -1.12735443e-01 -1.52884915e-01  1.56766549e-01  9.75259840e-02
  2.33233154e-01 -6.35018572e-02 -2.09401935e-01 -1.39324382e-01
  1.17220029e-01  1.25934228e-01  2.25498945e-01  2.46187821e-01
 -5.53208105e-02  7.93396905e-02 -3.58107984e-01  8.70853066e-02
 -1.46162823e-01 -1.03005201e-01  8.81704688e-02 -5.01843207e-02
  1.49723172e-01 -8.07952508e-02 -2.67152131e-01 -2.49207631e-01
 -2.48944059e-01 -9.24485773e-02 -1.10660903e-01 -1.49580061e-01
  3.10711823e-02 -2.27671206e-01 -1.02750383e-01  2.04741936e-02
 -1.27603307e-01  6.89431205e-02  2.04452232e-01 -9.09152254e-02
  1.53974965e-02  2.85949469e-01  5.80678768e-02 -1.34024143e-01
  1.59338251e-01  3.43597800e-01 -4.07473147e-02  9.80319902e-02
  1.40037522e-01 -4.47367132e-01  8.64490569e-02 -2.07257137e-01
  1.73633099e-01 -2.32121926e-02 -2.13897880e-02  2.52832144e-01]"
27130,Q13444,"[ 0.1480399  -0.0448923  -0.09560224  0.15080841  0.14493152  0.29605356
 -0.12307876  0.01587505  0.4462035  -0.12806924  0.12176561  0.0619358
 -0.14903915 -0.13453285  0.33527118  0.18023615  0.20107366  0.3057119
  0.27968365  0.0688309   0.09151089  0.06767094  0.23357888 -0.15045646
 -0.02210991 -0.29570362  0.10579536 -0.29947564  0.15031621 -0.13506022
  0.28414017 -0.27176213 -0.06952523 -0.09566242  0.31903514 -0.22621457
  0.29940516  0.36621192  0.3545753   0.06040771 -0.26697135 -0.18040177
 -0.36491117  0.17364514  0.03375725 -0.05995804  0.2567727   0.31290728
  0.04682288  0.12548405 -0.10278613 -0.1299224  -0.06059755  0.08003736
  0.24126859 -0.14540666  0.00118106  0.31585392  0.13594139 -0.34309083
  0.01077237  0.25432637 -0.2101345  -0.00068304 -0.00049406  0.20165297
 -0.21250471  0.20303017 -0.07356736  0.32206982  0.10391573  0.30344406
 -0.0858618   0.13827847 -0.18455231 -0.12205534 -0.11229623 -0.15305205
  0.15536343  0.09797643  0.23269299 -0.06334661 -0.2084516  -0.13883004
  0.11811164  0.12714532  0.22566693  0.24644369 -0.05607565  0.07918011
 -0.35832903  0.08694748 -0.14533362 -0.1030142   0.08850413 -0.04979962
  0.15002266 -0.08041117 -0.26840895 -0.2497977  -0.24968436 -0.09357688
 -0.11178815 -0.14924058  0.03077897 -0.22851047 -0.10429252  0.02083081
 -0.12906714  0.06967285  0.20620081 -0.09140301  0.01548638  0.2886031
  0.05804713 -0.13475926  0.16081741  0.34658676 -0.04150273  0.09832714
  0.14162609 -0.4508901   0.08603787 -0.20888574  0.17518519 -0.02235836
 -0.02228899  0.2555268 ]"
4507,Q9QYV0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
25581,Q9VAC5,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
